0,50.1237,60.14844,125.30925,100.2474,105.25977,220.54428,145.35873,90.22266,185.45769,200.4948,165.40821,285.70509,155.38347,170.42058,220.54428,175.43295,200.4948,220.54428,260.64324,270.66798,310.76694,285.70509
50.1237,0,70.17318,120.29688,100.2474,100.2474,190.47006,180.44532,170.42058,170.42058,175.43295,315.77931,225.55665,225.55665,230.56902,215.53191,170.42058,205.50717,210.51954,250.6185,265.65561,300.7422,295.72983
60.14844,70.17318,0,165.40821,150.3711,45.11133,145.35873,175.43295,85.21029,115.28451,220.54428,385.95249,185.45769,115.28451,140.34636,150.3711,135.33399,135.33399,250.6185,175.43295,210.51954,250.6185,235.58139
125.30925,120.29688,165.40821,0,105.25977,160.39584,225.55665,220.54428,175.43295,195.48243,225.55665,210.51954,265.65561,275.68035,270.66798,215.53191,170.42058,210.51954,150.3711,230.56902,285.70509,320.79168,280.69272
100.2474,100.2474,150.3711,105.25977,0,150.3711,220.54428,200.4948,85.21029,190.47006,200.4948,250.6185,265.65561,240.59376,235.58139,180.44532,145.35873,155.38347,100.2474,205.50717,315.77931,300.7422,255.63087
105.25977,100.2474,45.11133,160.39584,150.3711,0,140.34636,120.29688,42.605145,110.27214,175.43295,320.79168,180.44532,165.40821,160.39584,110.27214,60.14844,100.2474,210.51954,120.29688,175.43295,210.51954,200.4948
220.54428,190.47006,145.35873,225.55665,220.54428,140.34636,0,195.48243,155.38347,65.16081,290.71746,395.97723,130.32162,105.25977,260.64324,220.54428,200.4948,205.50717,325.80405,235.58139,330.81642,290.71746,280.69272
145.35873,180.44532,175.43295,220.54428,200.4948,120.29688,195.48243,0,155.38347,55.13607,260.64324,350.8659,125.30925,50.1237,175.43295,180.44532,150.3711,175.43295,300.7422,195.48243,300.7422,310.76694,275.68035
90.22266,170.42058,85.21029,175.43295,85.21029,42.605145,155.38347,155.38347,0,125.30925,165.40821,300.7422,195.48243,135.33399,200.4948,145.35873,100.2474,100.2474,235.58139,160.39584,215.53191,250.6185,230.56902
185.45769,170.42058,115.28451,195.48243,190.47006,110.27214,65.16081,55.13607,125.30925,0,270.66798,360.89064,75.18555,65.16081,195.48243,185.45769,160.39584,170.42058,310.76694,205.50717,265.65561,275.68035,270.66798
200.4948,175.43295,220.54428,225.55665,200.4948,175.43295,290.71746,260.64324,165.40821,270.66798,0,235.58139,340.84116,280.69272,335.82879,290.71746,245.60613,160.39584,275.68035,265.65561,360.89064,390.96486,310.76694
165.40821,315.77931,385.95249,210.51954,250.6185,320.79168,395.97723,350.8659,300.7422,360.89064,235.58139,0,300.7422,305.75457,305.75457,250.6185,205.50717,245.60613,180.44532,265.65561,320.79168,360.89064,315.77931
285.70509,225.55665,185.45769,265.65561,265.65561,180.44532,130.32162,125.30925,195.48243,75.18555,340.84116,300.7422,0,170.42058,315.77931,305.75457,240.59376,280.69272,411.01434,300.7422,345.85353,355.87827,355.87827
155.38347,225.55665,115.28451,275.68035,240.59376,165.40821,105.25977,50.1237,135.33399,65.16081,280.69272,305.75457,170.42058,0,195.48243,195.48243,150.3711,175.43295,315.77931,205.50717,250.6185,260.64324,255.63087
170.42058,230.56902,140.34636,270.66798,235.58139,160.39584,260.64324,175.43295,200.4948,195.48243,335.82879,305.75457,315.77931,195.48243,0,70.17318,100.2474,190.47006,325.80405,210.51954,70.17318,110.27214,120.29688
220.54428,215.53191,150.3711,215.53191,180.44532,110.27214,220.54428,180.44532,145.35873,185.45769,290.71746,250.6185,305.75457,195.48243,70.17318,0,47.617515,110.27214,295.72983,105.25977,155.38347,180.44532,65.16081
175.43295,170.42058,135.33399,170.42058,145.35873,60.14844,200.4948,150.3711,100.2474,160.39584,245.60613,205.50717,240.59376,150.3711,100.2474,47.617515,0,95.23503,260.64324,110.27214,140.34636,215.53191,95.23503
200.4948,205.50717,135.33399,210.51954,155.38347,100.2474,205.50717,175.43295,100.2474,170.42058,160.39584,245.60613,280.69272,175.43295,190.47006,110.27214,95.23503,0,235.58139,120.29688,230.56902,270.66798,175.43295
220.54428,210.51954,250.6185,150.3711,100.2474,210.51954,325.80405,300.7422,235.58139,310.76694,275.68035,180.44532,411.01434,315.77931,325.80405,295.72983,260.64324,235.58139,0,406.00197,491.21226,531.31122,446.10093
260.64324,250.6185,175.43295,230.56902,205.50717,120.29688,235.58139,195.48243,160.39584,205.50717,265.65561,265.65561,300.7422,205.50717,210.51954,105.25977,110.27214,120.29688,406.00197,0,100.2474,195.48243,90.22266
270.66798,265.65561,210.51954,285.70509,315.77931,175.43295,330.81642,300.7422,215.53191,265.65561,360.89064,320.79168,345.85353,250.6185,70.17318,155.38347,140.34636,230.56902,491.21226,100.2474,0,135.33399,105.25977
310.76694,300.7422,250.6185,320.79168,300.7422,210.51954,290.71746,310.76694,250.6185,275.68035,390.96486,360.89064,355.87827,260.64324,110.27214,180.44532,215.53191,270.66798,531.31122,195.48243,135.33399,0,215.53191
285.70509,295.72983,235.58139,280.69272,255.63087,200.4948,280.69272,275.68035,230.56902,270.66798,310.76694,315.77931,355.87827,255.63087,120.29688,65.16081,95.23503,175.43295,446.10093,90.22266,105.25977,215.53191,0
